Platform,Lat,Lon,Elevation (m),Year,Month,Day,Hour (UTC),Minute,Sounding Base (ft),Sounding Top (ft),Sounding Levels,CAPE (J/kg),700-500mb Lapse Rate (C/ft),850-500mb Lapse Rate (C/ft),LI (C),KI (C),Thompson Index (C),Total Totals (C),T 1000mb (C),T 850mb (C),T 700mb (C),T 500mb (C),Convective Temperature (C),1000-700mb RH (%),PWAT (mm),700-500mb Average RH (%),Surface-700mb Average RH (%),Surface-700mb Average Wind Speed (Kts),1000-700mb Average U-Wind Component (Kts),1000-700mb Average V-Wind Component (Kts),1000-850mb Average U-Wind Component (Kts),1000-850mb Average V-Wind Component (Kts),850-700mb Average U-Wind Component (Kts),850-700mb Average V-Wind Component (Kts),850-500mb Average U-Wind Component (Kts),850-500mb Average V-Wind Component (Kts),850mb Average U-Wind Component (Kts),850mb Average V-Wind Component (Kts),700mb Average U-Wind Component (Kts),700mb Average V-Wind Component (Kts),500mb Average U-Wind Component (Kts),500mb Average V-Wind Component (Kts),250mb Average U-Wind Component (Kts),250mb Average V-Wind Component (Kts),0-6km Shear (m/s),0-3km Storm Relative Helicity (m^2/s^2),Wet Bulb Zero Level (ft),Equilibrium Level (ft),Lowest Freezing Level (ft),-10C Level (ft),Cloud Depth Ratio,Energy Helicity Index,Bulk Richardson Number,Microburst Day Potential Index (MDPI),WINDEX,Datetime,Severe
KXMR,28.4666666,-80.55,5,2015,7,24,15,0,16.4,113162.7,124,1539.541563,-0.001537467,-0.001630358,-4.1,35.2,39.3,43.1,26.4,18.4,8.8,-4.9,23.0,85.3,60.6,78.3,84.8,15.3,15.1,-2.7,15.9,-3.9,14.5,-1.6,16.0,-2.7,15.7,-2.8,18.0,1.6,14.8,-10.4,3.8,-8.1,21.5377472,1.5,15317.9,,16177.06492,22509.62081,,0.014433202,6.637749573,0.609408776,8.914039748,2015-07-24,1
KXMR,28.4666666,-80.55,5,2015,7,25,15,0,16.4,110000.0,159,3199.735064,-0.001561061,-0.001617478,-7.1,36.4,43.5,43.9,26.0,17.6,8.4,-5.5,25.5,82.9,55.6,71.6,82.8,9.7,9.1,-0.5,10.5,2.2,7.8,-2.9,5.8,-2.6,9.6,2.6,8.1,-5.7,6.5,4.6,27.8,-16.0,-0.133908978,29.4,14201.3,,15891.24978,22090.16912,,0.587951318,356881.9857,1.110873216,10.84226553,2015-07-25,1
KXMR,28.4666666,-80.55,5,2015,7,26,15,0,16.4,103248.0,113,2119.281717,-0.001598328,-0.001570055,-4.8,32.4,37.2,42.0,26.2,17.8,9.6,-4.7,24.0,79.8,54.3,68.0,79.8,6.6,3.0,4.2,7.8,5.8,-1.2,2.9,-1.7,4.2,1.7,4.8,-3.1,2.6,-1.4,3.8,-29.5,-5.2,-4.714010351,-5.6,14465.1,,16536.04876,22192.6716,,-0.07417486,190.7381753,0.744470286,8.442439777,2015-07-26,0
KXMR,28.4666666,-80.55,5,2015,7,27,15,0,16.4,110000.0,127,2190.658071,-0.001551912,-0.001554675,-4.6,32.5,37.1,41.7,26.8,17.6,9.2,-4.7,23.6,80.7,56.8,75.1,80.4,22.8,12.0,19.9,13.0,20.5,11.0,19.4,7.0,15.8,16.1,22.9,8.6,14.8,3.5,6.1,-17.2,-12.0,0.162575709,36.4,15703.7,,16997.0907,22203.90491,,0.498374711,165765.1679,0.608517648,8.433571667,2015-07-27,1
KXMR,28.4666666,-80.55,5,2015,7,28,15,0,16.4,107001.3,129,3153.033853,-0.001750955,-0.001607874,-6.9,27.1,34.0,40.2,28.2,18.0,10.6,-5.1,24.7,67.5,51.6,67.9,67.5,24.4,19.5,15.3,16.1,14.5,22.4,16.0,15.0,10.8,23.7,16.6,19.9,11.5,4.8,-1.7,-7.2,-27.0,-12.80207221,41.4,15501.8,,17006.67802,22164.91759,,0.815847509,38.47672363,0.943836837,12.41210495,2015-07-28,1
KXMR,28.4666666,-80.55,5,2015,7,29,15,0,16.4,111000.7,154,2247.445862,-0.001914798,-0.001696825,-6.4,33.5,39.9,45.0,25.4,17.8,10.6,-6.5,24.4,69.6,49.8,57.2,70.3,11.3,8.2,-7.4,9.2,-5.6,7.3,-8.9,5.7,-9.1,10.7,-9.0,9.2,-7.8,5.8,-6.8,-12.6,-18.0,2.912595609,29.2,13777.9,,16668.71773,21970.35011,,0.41015887,529.8572165,0.994134156,6.15206127,2015-07-29,0
KXMR,28.4666666,-80.55,5,2015,7,30,10,0,16.4,50000.0,93,892.0426715,-0.00188176,-0.001858109,-4.2,32.7,36.9,47.0,24.4,19.2,9.4,-7.3,22.7,67.6,49.0,70.9,68.3,9.0,8.7,-2.4,10.2,-2.4,7.4,-2.3,8.4,-5.1,6.3,-3.0,11.9,-2.1,7.1,-8.5,-25.1,-29.9,15.54675803,2.5,14027.2,40589.42986,14928.07437,20871.51105,0.331313103,0.013938167,7.381352515,0.613298749,0.0,2015-07-30,1
KXMR,28.4666666,-80.55,5,2015,7,31,10,0,16.4,50000.0,79,534.5996636,-0.001837367,-0.001832169,-3.8,36.7,40.5,47.6,25.4,18.0,8.2,-8.1,21.4,78.0,54.3,79.4,78.4,16.5,13.9,9.2,15.2,9.4,12.8,9.1,8.7,5.6,15.7,9.0,7.7,4.5,4.9,-3.5,-25.1,-29.9,0.895721472,26.7,14102.8,35428.08958,14821.42905,20711.94292,0.353294207,0.089211319,1332.639576,0.67239081,0.0,2015-07-31,1
KXMR,28.4666666,-80.55,5,2015,8,1,15,0,16.4,110000.0,132,1025.983879,-0.001613713,-0.001682383,-3.7,35.7,39.4,43.4,25.6,17.2,7.6,-6.7,21.2,76.8,52.8,82.4,76.6,26.4,21.2,16.2,18.7,19.2,23.5,13.5,11.5,6.6,22.0,22.0,13.9,1.2,-2.1,-5.7,-14.0,-30.0,2.905429879,120.3,14523.7,40979.46348,15325.21375,20932.65108,0.309081841,0.771411629,243.0802844,0.561055179,8.350767634,2015-08-01,1
KXMR,28.4666666,-80.55,5,2015,8,2,15,0,16.4,107001.3,136,2508.494023,-0.001586445,-0.001734292,-6.2,21.3,27.5,38.4,25.6,18.6,8.0,-6.1,23.9,60.1,48.0,80.5,61.1,22.1,12.7,17.4,6.2,18.7,18.4,16.3,13.2,10.5,8.9,19.0,27.1,12.6,3.6,3.6,-4.9,-27.6,-3.65196581,125.9,15040.6,,15926.83778,21597.76972,,1.973871235,376.1747668,0.668886022,9.05701471,2015-08-02,1
KXMR,28.4666666,-80.55,5,2015,8,3,15,0,16.4,59422.6,100,1532.827162,-0.001672135,-0.001547457,-3.9,21.2,25.1,41.9,26.8,16.4,9.2,-5.7,21.8,74.0,50.4,74.7,73.7,25.8,14.4,22.0,15.0,19.8,13.9,23.8,9.6,16.8,14.5,25.1,16.0,27.8,-4.1,0.0,5.7,-21.2,-9.398664751,-28.5,14618.5,,15517.3506,21958.37683,,-0.273034838,34.70490548,0.700321677,11.64714504,2015-08-03,0
KXMR,28.4666666,-80.55,5,2015,8,4,15,0,16.4,112001.3,145,2586.973121,-0.001672135,-0.001659871,-5.7,26.5,32.2,39.4,27.0,17.8,9.0,-5.9,23.2,71.0,47.6,61.1,70.8,9.3,7.5,5.8,7.8,6.5,7.2,5.1,5.6,8.4,10.7,7.5,6.3,6.3,2.3,12.8,-12.2,-14.6,14.82868883,-0.6,14603.7,,16528.68965,21572.87813,,-0.009701149,23.52970099,0.978295112,11.0439526,2015-08-04,0
KXMR,28.4666666,-80.55,5,2015,8,5,15,0,16.4,103999.3,123,3265.195835,-0.001745253,-0.001733493,-7.3,22.1,29.4,38.4,27.2,18.4,9.2,-6.3,23.9,60.1,42.3,48.3,60.6,7.1,3.7,5.8,2.5,2.9,4.7,8.4,5.2,10.0,1.7,2.4,7.5,13.0,-2.4,6.6,0.0,-12.0,3.491246152,-13.0,13419.7,,15923.21159,21373.34253,,-0.265297162,535.7698734,1.087423886,14.28683497,2015-08-05,0
KXMR,28.4666666,-80.55,5,2015,8,6,15,0,16.4,106000.7,115,2881.856643,-0.001675838,-0.001662928,-6.8,31.9,38.7,45.6,27.2,17.0,8.2,-6.7,23.3,77.2,51.2,69.2,76.8,13.0,12.0,5.3,7.9,3.9,15.5,6.6,12.1,9.1,13.0,7.5,22.6,8.2,8.1,5.7,1.6,-5.8,8.651961581,8.0,13440.0,,15287.46172,21609.25266,,0.144092832,76.99689362,0.914264371,14.95526469,2015-08-06,1
KXMR,28.4666666,-80.55,5,2015,8,7,15,0,16.4,100000.0,138,3382.242063,-0.001812811,-0.001761566,-8.9,30.7,39.6,45.2,27.8,17.6,8.6,-7.5,24.6,74.5,52.1,71.2,74.5,16.9,16.6,3.4,16.3,4.5,16.8,2.5,17.1,-0.4,21.9,-1.9,15.4,4.1,25.4,-11.8,15.7,-2.8,41.07450843,42.9,14173.9,,15634.53443,22203.90491,,0.906863653,4.009497369,1.07281926,14.97851049,2015-08-07,1
KXMR,28.4666666,-80.55,5,2015,8,8,15,0,16.4,118116.8,165,3990.921325,-0.001476111,-0.001634862,-8.0,36.1,44.1,43.7,27.6,18.2,8.0,-5.1,26.2,83.4,52.5,49.8,83.2,14.0,13.9,-0.8,15.0,-0.7,13.0,-0.9,9.0,-5.1,11.3,-4.1,13.8,-2.4,4.4,-12.2,12.6,-3.4,15.4924048,58.6,12621.5,,15619.06975,22373.68838,,1.461674935,33.25565376,1.342191997,15.16360097,2015-08-08,1
KXMR,28.4666666,-80.55,5,2015,8,9,15,0,16.4,112001.3,141,3654.413808,-0.001449289,-0.001467477,-5.8,28.7,34.5,39.4,26.8,16.2,8.2,-4.7,24.8,86.5,-310.7,14.3,86.4,5.9,-2.1,-4.8,-0.9,-4.2,-3.1,-5.3,-3.2,-9.9,-7.0,-7.0,-2.6,-3.1,-8.0,-17.3,-32.1,-45.9,31.11965393,-9.7,11827.9,46691.66127,16436.23644,22348.75937,0.33255131,-0.221548837,7.547066927,1.344615204,,2015-08-09,0
KXMR,28.4666666,-80.55,5,2015,8,10,10,0,16.4,111000.7,155,157.1548918,-0.001490382,-0.001476419,0.4,22.0,21.6,38.9,26.4,17.2,9.4,-3.9,21.5,71.9,43.5,32.0,72.3,5.4,-4.6,-2.0,-3.6,-1.8,-5.5,-2.1,-6.2,-3.9,-12.2,-4.4,-2.9,-4.1,-10.9,-5.1,-34.6,-34.6,21.67626939,6.5,13363.3,37849.4417,17646.14707,22107.94034,0.414045538,0.006384417,0.668942548,1.048568386,0.0,2015-08-10,0
KXMR,28.4666666,-80.55,5,2015,8,11,10,0,16.4,111000.7,156,0.0,-0.001575396,-0.0016134,1.7,16.7,15.0,36.2,26.4,18.6,9.6,-4.5,20.2,58.2,38.4,24.7,59.5,4.9,4.0,2.8,3.7,3.3,4.3,2.3,2.0,4.5,4.3,4.3,3.9,4.6,-1.6,8.8,-32.0,-18.5,14.63553911,-1.1,11261.2,,16808.64394,22039.27705,,0.0,0,1.060780615,0.0,2015-08-11,0
KXMR,28.4666666,-80.55,5,2015,8,12,15,0,16.4,111000.7,166,3398.527755,-0.001720827,-0.001743915,-7.3,30.9,38.2,42.8,27.4,19.0,9.4,-5.9,24.3,67.3,49.0,58.4,67.5,9.4,8.6,3.4,9.7,4.3,7.7,2.7,10.0,1.9,13.0,0.0,5.7,4.0,10.9,-5.1,-4.4,-12.2,6.901616223,5.5,13594.1,,16449.72166,21274.60698,,0.116824392,142.6984333,1.074533564,11.94638872,2015-08-12,1
KXMR,28.4666666,-80.55,5,2015,8,13,15,0,16.4,116000.7,161,4562.774406,-0.001907116,-0.001792528,-10.1,32.9,43.0,47.0,27.8,17.4,8.8,-8.1,25.3,75.2,168.4,73.0,75.1,8.3,8.0,1.0,5.6,1.3,10.2,0.7,12.0,0.1,8.9,0.8,12.6,-3.4,6.9,-1.2,11.5,16.4,2.894440465,15.6,14545.1,48392.02311,14980.31544,20602.25847,0.286858751,0.444870505,1089.255472,1.207065483,,2015-08-13,1
KXMR,28.4666666,-80.55,5,2015,8,14,15,0,16.4,112998.7,161,3018.357215,-0.001711595,-0.001756427,-7.6,32.5,40.1,45.4,25.4,17.0,7.2,-7.9,23.6,71.1,44.2,44.1,71.4,3.7,-0.8,-1.1,-3.2,0.5,1.4,-2.5,3.5,-1.3,-1.4,-3.8,3.1,-2.6,-6.0,0.5,5.0,28.5,0.0,-8.0,12516.8,,15315.12516,20393.70144,,-0.150917861,inf,1.196111614,11.8721438,2015-08-14,0
KXMR,28.4666666,-80.55,5,2015,8,15,15,0,16.4,113999.3,147,2621.95198,-0.001754326,-0.001754397,-6.4,31.1,37.5,44.8,27.0,17.2,7.8,-7.7,22.1,69.8,45.8,55.0,69.7,6.6,-3.1,5.6,-3.8,5.3,-2.5,5.8,1.2,10.3,-1.6,1.1,-0.5,2.9,0.0,17.1,13.8,11.6,31.18546405,14.5,12763.3,,14842.52016,20602.03478,,0.237614398,5.392005263,0.938616224,15.86429535,2015-08-15,0
KXMR,28.4666666,-80.55,5,2015,8,16,15,0,16.4,110000.0,114,3397.434635,-0.001685165,-0.001766854,-8.0,32.1,40.1,44.2,25.8,18.0,7.8,-7.1,25.1,69.3,49.2,67.6,69.8,8.6,-6.9,5.0,-6.6,6.6,-7.1,3.6,-2.8,8.3,-5.6,5.6,-8.6,5.0,5.4,15.0,8.6,-2.3,13.94092333,-8.0,13499.1,,14744.74037,21320.67581,,-0.169871732,34.96214163,1.055502279,12.73108345,2015-08-16,0
KXMR,28.4666666,-80.55,5,2015,8,17,10,0,16.4,110000.0,112,2430.540586,-0.00156452,-0.001648895,-5.4,31.0,36.4,41.0,26.2,17.6,8.0,-5.9,24.6,74.0,51.4,61.2,74.7,7.0,-2.1,6.5,-2.4,6.7,-1.9,6.3,-1.1,3.9,-0.7,7.9,2.9,4.1,1.7,2.4,2.9,-4.1,7.423422653,-4.8,13207.0,,16670.76825,21644.63886,,-0.072916218,88.21135585,0.897636468,0.0,2015-08-17,0
KXMR,28.4666666,-80.55,5,2015,8,18,10,0,16.4,112998.7,128,213.4163116,-0.001759971,-0.001685562,-1.6,30.7,32.3,45.2,26.6,17.6,9.2,-6.5,20.7,81.3,55.8,65.5,81.6,7.2,-0.7,7.2,-1.0,9.6,-0.4,5.2,0.7,0.4,0.0,7.0,-0.4,4.1,5.1,-10.9,9.9,-0.9,20.73926302,-3.3,14967.0,33669.64615,16208.00577,21412.47358,0.412686024,-0.004401711,0.992363921,0.888757283,0.0,2015-08-18,0
KXMR,28.4666666,-80.55,5,2015,8,19,15,0,16.4,111250.0,116,4026.681711,-0.001804147,-0.001740316,-8.7,31.8,40.5,45.3,27.6,18.4,9.6,-6.5,25.3,71.1,52.8,65.5,71.3,8.4,-1.1,8.1,0.3,10.7,-2.4,5.9,0.2,1.1,0.9,9.9,-2.2,1.9,2.5,-4.4,5.9,-1.0,3.636747927,-2.7,14429.4,,15835.71991,21402.23166,,-0.067950254,608.9069035,1.045982252,15.15844366,2015-08-19,0
KXMR,28.4666666,-80.55,5,2015,8,20,15,0,16.4,107998.7,123,3941.587027,-0.001802159,-0.001725151,-8.5,33.1,41.6,44.4,27.8,18.4,9.8,-6.3,25.3,73.6,53.8,67.3,73.6,3.8,1.0,2.9,1.8,6.4,0.3,0.0,1.6,-3.7,-1.0,2.7,0.8,0.6,0.9,-9.9,-5.1,-14.1,4.6457776,13.1,14569.3,,16198.58736,21284.4495,,0.322717438,365.2450041,1.037207882,14.10475607,2015-08-20,0
KXMR,28.4666666,-80.55,5,2015,8,21,15,0,16.4,110000.0,124,3346.126959,-0.001760618,-0.001782252,-7.7,32.7,40.4,45.0,27.8,19.2,9.4,-6.3,24.4,71.9,52.8,68.5,71.8,7.2,2.0,-4.0,2.4,2.1,1.7,-9.3,-1.8,-10.0,4.1,-0.4,-1.0,-11.0,-7.8,-7.8,-19.7,3.5,11.7213552,5.6,14562.2,,16072.01495,21938.15687,,0.117114444,48.70984604,0.91442636,14.66464124,2015-08-21,0
KXMR,28.4666666,-80.55,5,2015,8,22,10,0,16.4,111000.7,104,258.2907837,-0.001641231,-0.001623649,-0.4,30.1,30.5,41.6,26.6,18.8,10.2,-4.5,21.4,70.8,814.5,59.0,71.5,11.0,-1.8,-10.4,-2.8,-4.8,-1.0,-15.3,2.7,-18.2,-4.2,-9.0,6.7,-14.4,2.4,-13.8,-7.7,2.1,25.61536145,-61.5,14897.6,37660.40285,17239.00974,21806.92327,0.389491601,-0.09928052,0.78729579,0.9166317,,2015-08-22,0
KXMR,28.4666666,-80.55,5,2015,8,23,10,0,16.4,116000.7,129,876.5460788,-0.00177651,-0.001708051,-2.9,30.5,33.4,43.0,26.8,19.0,10.4,-5.5,22.8,74.9,137.0,48.6,75.5,9.0,-1.9,-7.9,-2.7,-3.2,-1.1,-12.0,1.8,-13.2,-6.1,-5.1,2.6,-14.7,8.0,-11.5,3.0,6.3,18.9718784,-36.5,13971.8,42984.51352,17838.08014,21933.86283,0.377272235,-0.199962074,4.870618143,0.984203505,,2015-08-23,1
KXMR,28.4666666,-80.55,5,2015,8,24,15,0,16.4,106000.7,136,2340.149873,-0.001696454,-0.001645486,-5.5,29.7,35.2,43.2,27.4,18.0,9.6,-5.5,22.9,71.4,46.1,38.5,71.1,10.9,7.9,-6.7,5.5,-6.3,10.0,-7.0,11.7,-3.6,7.0,-7.0,12.7,-5.9,11.0,1.0,3.4,12.6,1.233454836,-1.6,13388.2,,16935.46173,22219.4889,,-0.023401499,3076.28922,1.09546147,11.75683546,2015-08-24,0
KXMR,28.4666666,-80.55,5,2015,8,25,15,0,16.4,105147.6,153,3572.771745,-0.001805475,-0.001657586,-7.9,23.3,31.2,42.4,28.6,17.6,10.0,-6.1,24.5,66.6,45.5,42.4,66.7,11.6,11.4,1.2,7.5,-0.3,14.8,2.6,11.4,5.3,12.0,-1.0,19.3,5.2,9.6,11.5,17.0,17.0,13.65501318,-21.0,12570.6,,16390.11639,21671.8048,,-0.468926292,38.32225174,1.329400103,14.27266992,2015-08-25,0
KXMR,28.4666666,-80.55,5,2015,8,26,15,0,16.4,93999.3,126,3357.315084,-0.001810804,-0.001800358,-8.2,33.6,41.8,47.7,29.4,18.6,9.0,-7.1,23.3,71.7,48.3,42.0,71.4,9.2,7.2,5.3,5.5,2.2,8.7,8.1,9.7,8.8,4.0,5.7,9.2,9.2,12.3,8.6,16.5,28.6,25.3796529,-24.7,12846.5,,16257.61676,21060.33918,,-0.518285516,10.42439216,1.233824497,16.32334502,2015-08-26,1
KXMR,28.4666666,-80.55,5,2015,8,27,16,0,16.4,87385.2,120,2831.852963,-0.001729121,-0.001850471,-8.3,36.5,44.8,47.6,27.0,18.2,7.2,-8.1,23.9,72.3,48.4,64.1,72.3,5.9,3.4,3.3,1.0,5.0,5.5,1.7,6.5,2.6,1.9,0.5,9.0,4.2,5.0,8.6,11.3,31.0,6.261491932,16.1,12897.2,,15344.21636,20895.47697,,0.284955204,144.4591466,1.162546162,13.96626217,2015-08-27,0
KXMR,28.4666666,-80.55,5,2015,8,28,15,0,16.4,70000.0,105,2713.949392,-0.001615508,-0.001654226,-6.4,30.2,36.6,42.7,26.0,17.0,7.8,-6.5,23.4,73.4,47.5,53.1,73.3,7.0,3.3,3.7,-1.1,3.6,7.1,3.9,8.0,4.9,3.1,8.4,9.8,1.7,7.5,10.7,12.5,21.7,15.4924048,38.4,13458.9,,15664.89975,21479.7589,,0.651347854,22.61486858,1.156162778,13.99923543,2015-08-28,1
KXMR,28.4666666,-80.55,5,2015,8,29,10,0,16.4,115518.4,145,1448.319749,-0.001839408,-0.001665228,-4.0,30.2,34.2,44.9,26.6,17.0,9.6,-6.7,23.2,77.9,-95.8,63.4,78.3,12.0,-1.5,10.7,-6.3,10.1,2.7,11.2,3.9,10.0,-6.0,10.4,6.1,3.5,3.1,8.4,16.7,20.0,13.60688,70.2,13835.2,44325.93416,15727.03462,20867.23601,0.323798464,0.63545029,15.64506381,1.03968701,0.0,2015-08-29,1
KXMR,28.4666666,-80.55,5,2015,8,30,15,0,16.4,93290.7,116,2627.387893,-0.001902889,-0.001744316,-6.9,35.2,42.1,46.9,26.8,18.2,10.2,-6.7,24.8,76.6,57.2,75.9,76.9,20.7,-10.1,18.2,-11.0,21.9,-9.4,15.0,-5.5,19.0,-9.3,19.9,-10.0,17.3,-5.0,28.5,12.6,34.7,40.11025484,21.8,14562.1,,15620.33948,21763.45214,,0.3579816,3.26620431,0.786461015,5.488618313,2015-08-30,1
KXMR,28.4666666,-80.55,5,2015,8,31,15,0,16.4,107998.7,132,2947.656647,-0.001670905,-0.001685175,-6.7,28.5,35.2,41.2,27.2,18.4,9.2,-5.7,24.5,63.5,51.0,75.3,64.0,16.3,2.3,16.0,-1.1,14.1,5.3,17.6,3.5,19.3,-3.0,16.8,10.0,17.3,-1.1,13.0,13.0,7.5,10.83915089,55.1,15008.6,,16974.89348,21377.13323,,1.015099258,50.17834872,0.854713756,10.07019612,2015-08-31,0
KXMR,28.4666666,-80.55,5,2015,9,1,15,0,16.4,102001.3,128,2291.698754,-0.001806139,-0.00169994,-6.0,23.7,29.7,41.6,27.2,18.4,10.2,-5.9,23.4,63.5,43.7,44.5,63.9,9.6,1.5,9.5,2.8,8.1,0.3,10.8,0.5,12.9,3.1,8.4,-3.0,16.8,2.1,7.7,1.6,8.8,6.971906133,0.8,12896.2,,17095.63703,22078.36453,,0.011458494,94.29408739,1.058259306,10.26211913,2015-09-01,0
KXMR,28.4666666,-80.55,5,2015,9,2,15,0,16.4,103208.7,134,3088.563445,-0.001806804,-0.001783888,-7.8,26.5,34.3,41.0,27.8,19.0,9.6,-6.5,24.4,65.2,46.4,49.4,65.4,5.7,3.2,3.9,3.8,5.3,2.8,2.7,2.5,3.9,0.0,6.0,-0.5,2.9,0.6,7.0,6.0,-0.5,-0.407897854,0.4,13356.9,,16464.54402,21483.53684,,0.007721409,37126.47201,1.095221831,14.05041485,2015-09-02,0
KXMR,28.4666666,-80.55,5,2015,9,3,10,0,16.4,131725.7,140,1948.075048,-0.001693957,-0.001685562,-4.3,32.4,36.7,45.1,26.2,18.4,9.4,-5.7,23.5,75.6,120.2,50.6,76.1,10.0,10.0,1.0,7.9,1.5,11.8,0.6,11.6,0.0,11.0,1.0,11.0,1.0,10.0,-4.7,11.8,-5.5,17.7666976,-0.6,13268.1,48123.62251,16510.49922,21760.1713,0.30537715,-0.007305281,12.34304347,0.973989757,0.0,2015-09-03,1
KXMR,28.4666666,-80.55,5,2015,9,4,15,0,16.4,107998.7,144,3842.631082,-0.001658238,-0.001721438,-8.1,35.3,43.4,45.4,27.8,17.8,8.0,-6.7,24.4,76.3,52.9,77.0,76.1,10.7,5.8,-8.0,2.0,-9.7,9.1,-6.6,12.3,-4.2,4.5,-7.7,10.7,-2.9,17.3,-8.0,21.6,-7.8,28.17576245,-31.6,14124.7,,15259.46254,20943.24214,,-0.758919639,9.680712729,0.99982484,15.25618588,2015-09-04,0
KXMR,28.4666666,-80.55,5,2015,9,5,15,0,16.4,110000.0,143,3259.044724,-0.001659467,-0.001724221,-7.0,31.2,38.2,43.0,27.2,17.4,7.6,-7.1,23.3,76.1,50.0,69.0,76.0,4.6,-2.2,-2.5,-3.7,-2.4,-0.9,-2.6,2.1,-4.9,-6.9,1.2,1.3,-4.9,3.5,-6.1,13.5,-3.6,1.8855248,3.4,13408.6,,15260.23671,20916.63227,,0.0692547,1833.394052,0.890729082,14.93947936,2015-09-05,0
KXMR,28.4666666,-80.55,5,2015,9,6,15,0,16.4,107001.3,124,1849.557813,-0.001771699,-0.001795011,-5.6,29.7,35.3,44.0,27.4,17.2,7.4,-8.3,21.0,69.6,45.4,66.7,69.3,2.7,-1.0,-2.2,-1.8,-2.6,-0.3,-1.8,2.6,-1.1,-3.1,-2.6,1.7,-2.4,3.5,2.0,19.7,7.2,0.0,-1.5,13124.6,,14564.13318,20492.67345,,-0.017339604,inf,0.649761256,14.71504955,2015-09-06,0
KXMR,28.4666666,-80.55,5,2015,9,7,15,0,16.4,115354.3,137,3830.548925,-0.001704622,-0.001709356,-7.9,32.0,39.9,45.5,27.2,16.8,7.6,-7.5,24.2,78.2,-104.3,68.9,78.1,9.6,-2.7,9.0,-4.6,7.9,-1.1,10.0,1.1,14.5,-3.1,11.6,-1.7,9.8,5.2,19.3,9.0,15.7,27.33564402,18.6,12228.4,48138.95394,14933.08372,21220.05205,0.284071096,0.445301313,10.25256164,1.128101808,0.0,2015-09-07,1
KXMR,28.4666666,-80.55,5,2015,9,8,15,0,16.4,107001.3,128,3003.294697,-0.001769734,-0.001706206,-7.3,33.5,40.8,44.7,27.6,17.2,8.6,-7.1,23.4,73.4,52.0,69.8,73.5,14.6,4.1,14.1,2.0,13.1,5.8,15.0,7.4,16.0,4.4,16.5,6.7,14.4,13.0,22.6,9.5,16.5,32.34675169,25.8,13537.5,,15470.23953,21003.93768,,0.48428127,5.740723048,0.912161509,14.97570715,2015-09-08,1
KXMR,28.4666666,-80.55,5,2015,9,9,15,0,16.4,107998.7,128,4084.861088,-0.001695204,-0.001743515,-9.2,31.1,40.3,44.8,27.6,18.2,8.4,-6.7,25.8,75.1,49.8,42.7,75.2,7.4,4.6,5.6,2.6,5.9,6.4,5.4,9.9,10.2,5.0,5.0,6.4,7.6,18.0,12.6,16.5,4.4,41.61415868,5.5,12723.1,,16411.07628,21332.74863,,0.1404171,4.717642749,1.309248774,13.43137969,2015-09-09,0
KXMR,28.4666666,-80.55,5,2015,9,10,15,0,16.4,107998.7,154,3508.031436,-0.001649691,-0.001700331,-7.4,33.5,40.9,44.4,27.6,18.2,8.6,-6.1,24.6,78.7,50.4,42.0,78.5,9.0,7.3,3.8,4.8,1.9,9.5,5.3,12.6,6.3,7.8,7.8,9.6,5.5,18.2,8.5,25.1,14.5,32.44052978,-3.3,13169.9,,17260.82732,21412.40226,,-0.072353148,6.666802603,1.239376206,10.88811284,2015-09-10,0
KXMR,28.4666666,-80.55,5,2015,9,11,15,0,16.4,112001.3,156,,-0.001810804,-0.001841544,,24.7,,41.6,28.0,19.4,9.2,-6.9,31.3,700.1,16435.6,129.2,672.0,12.7,12.4,3.9,11.2,4.0,13.4,3.8,17.7,5.4,13.2,4.8,18.0,1.6,24.5,8.9,19.7,7.2,45.27733498,7.1,11486.9,,4245.968784,4410.275795,,,,1.412363902,12.90746965,2015-09-11,0
KXMR,28.4666666,-80.55,5,2015,9,12,15,0,16.4,112001.3,142,,-0.001876903,-0.001841121,,26.5,,45.6,27.4,19.2,9.6,-7.1,24.2,1034.2,925.6,348.5,997.8,20.6,12.4,16.9,10.4,15.3,14.2,18.2,20.5,17.8,10.0,17.3,12.6,18.0,31.7,14.8,29.5,20.6,55.30816403,11.4,9363.2,,3073.96342,3250.666846,,,,1.142227618,14.09949114,2015-09-12,1
KXMR,28.4666666,-80.55,5,2015,9,13,15,0,16.4,116000.7,141,2962.561797,-0.001724645,-0.001708567,-7.7,34.1,41.8,45.5,26.4,16.8,7.8,-7.5,23.9,79.9,53.6,75.8,79.7,17.3,13.5,11.0,9.0,8.7,17.4,13.0,23.1,17.0,12.1,7.0,13.2,18.8,23.4,23.4,36.2,25.3,54.61758436,-8.5,14053.6,,15922.02773,21242.98376,,-0.157386095,1.986243265,0.947672439,10.64539365,2015-09-13,0
KXMR,28.4666666,-80.55,5,2015,9,14,10,0,16.4,111190.9,133,230.7884273,-0.001931831,-0.001639012,-1.2,18.6,19.8,43.1,25.8,15.8,9.6,-7.5,20.8,64.5,37.2,25.9,65.0,12.8,2.1,2.6,-7.6,-3.9,10.5,8.3,12.7,4.7,-7.3,5.1,16.4,7.6,9.3,3.4,22.2,-5.9,15.4924048,77.6,11690.1,34090.89755,15853.8836,20574.69445,0.423308606,0.111932387,1.923119853,0.805038981,0.0,2015-09-14,0
