Platform,Lat,Lon,Elevation (m),Year,Month,Day,Hour (UTC),Minute,Sounding Base (ft),Sounding Top (ft),Sounding Levels,CAPE (J/kg),700-500mb Lapse Rate (C/ft),850-500mb Lapse Rate (C/ft),LI (C),KI (C),Thompson Index (C),Total Totals (C),T 1000mb (C),T 850mb (C),T 700mb (C),T 500mb (C),Convective Temperature (C),1000-700mb RH (%),PWAT (mm),700-500mb Average RH (%),Surface-700mb Average RH (%),Surface-700mb Average Wind Speed (Kts),1000-700mb Average U-Wind Component (Kts),1000-700mb Average V-Wind Component (Kts),1000-850mb Average U-Wind Component (Kts),1000-850mb Average V-Wind Component (Kts),850-700mb Average U-Wind Component (Kts),850-700mb Average V-Wind Component (Kts),850-500mb Average U-Wind Component (Kts),850-500mb Average V-Wind Component (Kts),850mb Average U-Wind Component (Kts),850mb Average V-Wind Component (Kts),700mb Average U-Wind Component (Kts),700mb Average V-Wind Component (Kts),500mb Average U-Wind Component (Kts),500mb Average V-Wind Component (Kts),250mb Average U-Wind Component (Kts),250mb Average V-Wind Component (Kts),0-6km Shear (m/s),0-3km Storm Relative Helicity (m^2/s^2),Wet Bulb Zero Level (ft),Equilibrium Level (ft),Lowest Freezing Level (ft),-10C Level (ft),Cloud Depth Ratio,Energy Helicity Index,Bulk Richardson Number,Microburst Day Potential Index (MDPI),WINDEX,Datetime,Severe
KXMR,28.47,-80.55,5,2010,8,8,15,0,16.4,103051.2,138,945.2339328,-0.001286312,-0.00148734,-1.9,33.8,35.7,39.9,27.0,17.8,8.0,-3.5,22.5,86.1,60.3,78.7,85.8,13.9,11.4,-7.0,7.5,-7.2,14.8,-6.8,11.4,-5.7,10.4,-3.8,14.1,-5.1,5.0,-0.4,5.2,-29.7,-3.181707913,-49.9,15264.7,,16158.21242,22751.13411,,-0.294794833,186.7448714,0.499997469,7.849625076,2010-08-08,1
KXMR,28.47,-80.55,5,2010,8,9,15,0,16.4,93999.3,119,2196.95277,-0.001620088,-0.001582562,-4.7,33.4,38.1,41.9,26.6,18.2,10.0,-4.5,24.1,83.8,53.5,43.1,83.8,9.7,-9.7,0.5,-8.2,1.1,-11.0,0.0,-13.0,-0.5,-10.1,-0.9,-12.6,3.4,-19.0,-8.9,-7.2,-15.5,30.18387871,-12.4,13921.3,,16916.17822,22482.65103,,-0.17026384,4.822815212,0.948871434,8.631559215,2010-08-09,0
KXMR,28.47,-80.55,5,2010,8,10,15,0,16.4,103116.8,134,984.2500805,-0.001556473,-0.001560744,-2.9,33.5,36.4,42.2,25.4,16.8,8.4,-5.5,21.9,87.6,57.6,74.2,87.4,23.7,-18.9,14.9,-19.8,15.9,-18.1,14.0,-20.1,11.6,-17.0,17.0,-19.0,13.3,-18.5,15.5,-16.4,11.5,31.69251135,-4.8,15374.5,36747.85144,15889.07207,21462.87181,0.390139216,-0.029527502,1.959846897,0.449951828,6.952053108,2010-08-10,0
KXMR,28.47,-80.55,5,2010,8,11,15,0,16.4,102887.1,110,,-0.001507805,-0.001528187,-4.7,29.5,34.2,37.8,27.8,17.8,9.4,-4.1,23.8,81.4,56.4,67.5,81.2,18.2,-2.0,17.6,-6.1,15.2,1.6,19.6,-1.8,19.5,0.0,15.9,0.0,22.0,-7.2,15.5,-13.0,0.0,9.554696516,71.6,15005.9,,17053.8601,23044.82521,,,,0.800460985,11.61002247,2010-08-11,1
KXMR,28.47,-80.55,5,2010,8,12,15,0,16.4,97998.7,115,-11.83394603,-0.001641231,-0.001610448,-0.1,27.7,27.8,39.2,27.6,18.6,10.2,-4.5,17.8,65.4,47.8,61.5,65.0,12.5,9.9,7.7,8.3,7.5,11.4,7.9,8.7,5.5,10.0,8.4,9.9,6.9,2.0,-3.5,-15.4,-4.1,-3.790488,13.5,15002.7,29021.44233,16842.67267,22854.06543,0.467975561,-0.000998489,-1.647287216,0.349358088,9.96709134,2010-08-12,0
KXMR,28.47,-80.55,5,2010,8,13,15,0,16.4,102920.0,108,5.995566563,-0.001993394,-0.001994277,0.6,36.7,36.1,46.8,,24.8,13.8,-4.1,12.4,,30.4,64.2,,,,,,,1.5,0.8,-7.0,-4.3,-1.9,-2.2,1.5,-1.2,-12.6,-3.4,-10.4,-3.8,,19.1,15597.7,18138.87695,16555.69761,22442.86415,0.763177545,0.000715721,,0.518574771,,2010-08-13,0
KXMR,28.47,-80.55,5,2010,8,14,15,0,16.4,102854.3,124,804.5397617,-0.001773909,-0.001635716,-3.1,30.6,33.7,42.5,28.8,18.6,11.0,-4.9,21.1,73.8,57.9,66.5,73.6,10.5,10.0,-0.8,8.5,-2.9,11.3,1.1,7.0,0.6,13.5,-3.6,6.5,4.6,-5.8,-8.3,-10.4,-6.0,4.325250791,-29.4,15375.3,42844.14827,16775.8723,22849.64453,0.324667707,-0.147834181,86.01118273,0.801904502,10.99064338,2010-08-14,0
KXMR,28.47,-80.55,5,2010,8,15,15,0,16.4,102887.1,118,333.1755257,-0.001620088,-0.00161008,-1.5,27.1,28.6,40.2,28.6,19.0,10.4,-4.1,20.0,63.4,51.1,67.7,63.3,7.2,6.4,-2.4,5.4,-1.9,7.3,-2.8,4.0,-5.6,6.0,-0.5,7.7,-4.5,-1.0,-11.0,-18.4,4.9,12.70704407,2.1,15162.8,35531.23085,16361.88491,22930.35761,0.369576357,0.004372929,4.126805638,0.533413964,11.36837418,2010-08-15,0
KXMR,28.47,-80.55,5,2010,8,16,15,0,16.4,102952.8,107,996.2987219,-0.001593653,-0.001621795,-3.1,33.1,36.2,42.5,27.2,18.8,9.8,-4.5,22.2,71.3,56.6,74.1,71.5,3.7,-1.4,0.2,-0.8,2.0,-1.9,-1.3,-6.4,-1.6,1.4,1.4,-7.0,-0.6,-8.4,3.1,-4.4,-12.2,11.94472386,20.9,15545.5,,16754.44515,22974.81118,,0.130141521,13.96584895,0.611357386,7.424644232,2010-08-16,0
KXMR,28.47,-80.55,5,2010,8,17,15,0,16.4,103018.4,116,2429.583211,-0.001802159,-0.001653034,-6.1,34.1,40.2,44.4,28.4,18.4,10.8,-5.3,23.8,75.7,57.5,73.4,75.7,6.1,-3.2,4.9,-3.0,3.9,-3.4,5.8,-4.5,6.7,-3.0,5.2,-4.1,11.3,-13.2,4.8,-30.0,-8.0,11.54200845,0.8,14908.5,,16219.55432,21643.52509,,0.012147916,36.47531049,0.847292291,14.33340208,2010-08-17,0
KXMR,28.47,-80.55,5,2010,8,18,15,0,16.4,102952.8,121,2551.560487,-0.001752879,-0.001705321,-5.7,29.1,34.8,42.0,28.8,19.6,10.8,-4.9,23.6,70.2,53.3,53.9,70.4,8.0,-0.4,7.7,1.1,7.3,-1.6,8.1,-0.4,7.2,-1.2,13.9,0.8,8.9,4.6,6.5,-29.1,-13.6,3.7710496,-29.8,14326.6,,16650.263,22180.48336,,-0.475228141,358.8486977,0.975689408,15.08164363,2010-08-18,0
KXMR,28.47,-80.55,5,2010,8,19,15,0,16.4,103018.4,129,1317.371759,-0.00160303,-0.001626251,-2.9,35.0,37.9,43.7,29.2,18.8,9.8,-4.5,21.3,76.8,56.0,58.9,76.3,8.2,6.3,5.2,4.3,5.0,8.1,5.3,5.2,3.2,9.0,10.7,10.4,3.8,-7.0,0.0,-21.0,-9.8,8.100567517,16.0,14592.5,,16581.11299,22278.04566,,0.131737176,40.15202494,0.88871246,12.26283139,2010-08-19,0
KXMR,28.47,-80.55,5,2010,8,20,15,0,16.4,102920.0,126,2316.512521,-0.001598914,-0.001693721,-5.2,34.8,40.0,43.6,29.2,19.4,9.4,-4.9,23.3,71.9,51.9,52.4,71.7,8.1,7.9,0.2,6.9,-0.4,8.7,0.7,5.2,0.4,11.3,6.5,13.0,0.0,-3.9,3.2,-26.9,-2.4,6.856947854,-12.8,14325.0,,16899.25215,21837.08392,,-0.185321002,98.53782094,0.858010881,11.49344256,2010-08-20,0
KXMR,28.47,-80.55,5,2010,8,21,15,0,16.4,103018.4,143,,-0.001732453,-0.001735144,-6.9,33.3,40.2,43.8,29.8,19.4,10.0,-5.5,24.4,81.4,60.6,72.0,81.1,5.6,3.7,-3.9,4.1,-3.9,3.4,-3.9,-0.5,-5.3,8.8,-5.0,0.5,-2.9,-8.5,-8.5,-21.4,-18.0,19.15825835,4.6,15109.8,,16128.03957,22182.69662,,,,1.03476485,14.82065553,2010-08-21,0
KXMR,28.47,-80.55,5,2010,8,22,15,0,16.4,97001.3,108,3932.82183,-0.001784359,-0.001742314,-10.3,42.8,53.1,49.8,27.2,18.0,9.0,-6.9,27.3,97.9,70.9,97.9,97.8,3.8,0.7,-0.7,3.4,-0.2,-1.6,-1.2,-4.6,-2.5,-0.8,-1.8,-5.7,-2.1,-4.6,-6.5,-19.2,-16.1,13.60688,-4.9,16075.7,,16141.7328,22144.17871,,-0.120442669,42.48319373,0.996761044,9.396969898,2010-08-22,0
KXMR,28.47,-80.55,5,2010,8,23,15,0,16.4,103018.4,141,1631.671783,-0.001623063,-0.00161377,-4.3,33.1,37.4,42.4,27.4,18.0,9.4,-5.1,22.2,79.7,56.0,75.2,79.5,18.3,9.3,15.9,9.4,15.0,9.3,16.6,5.8,11.8,12.9,15.3,3.1,11.6,8.1,3.8,-16.8,-14.1,4.443242013,9.0,15164.6,,16155.6075,22163.44122,,0.091781538,165.2961968,0.766818141,12.13845797,2010-08-23,0
KXMR,28.47,-80.55,5,2010,8,24,22,0,16.4,102821.5,100,334.0053864,-0.001607761,-0.001646621,-1.7,31.9,33.6,41.0,25.8,17.6,8.4,-5.9,20.5,71.0,53.9,92.0,71.2,26.2,21.6,15.2,18.5,16.3,24.3,14.2,25.3,14.3,21.3,21.3,29.2,10.6,23.4,13.5,30.0,8.0,34.33221492,64.6,14867.4,30849.35891,15222.56243,21845.117,0.420799337,0.134854675,0.566734722,0.380480089,4.804087664,2010-08-24,0
KXMR,28.47,-80.55,5,2010,8,25,15,0,16.4,102920.0,132,1750.632026,-0.001493127,-0.001700721,-4.2,37.4,41.6,43.6,25.8,18.8,7.8,-5.5,22.7,82.9,56.5,76.9,83.0,23.7,20.8,11.7,18.6,10.8,22.8,12.4,18.7,9.2,20.6,7.5,22.1,15.5,-1.6,-5.8,0.0,-23.1,-4.847046758,62.2,14685.4,,15348.10236,22273.62276,,0.6805582,149.028883,0.852120725,11.24502937,2010-08-25,0
KXMR,28.47,-80.55,5,2010,8,26,15,0,16.4,103149.6,152,871.9410248,-0.001559912,-0.001672342,-2.7,33.8,36.5,43.9,26.0,18.4,8.4,-5.5,21.4,77.1,55.5,81.5,77.5,10.8,4.7,9.6,0.8,4.6,8.0,14.0,7.9,13.2,6.5,11.3,9.5,16.5,9.2,4.3,9.9,-9.9,14.21273544,7.9,15124.3,41281.59559,15390.99941,21783.13718,0.312486276,0.043052088,8.63300044,0.856587725,8.887037189,2010-08-26,0
KXMR,28.47,-80.55,5,2010,8,27,15,0,16.4,102854.3,126,902.4923601,-0.001673368,-0.001660253,-3.1,29.9,33.0,42.8,24.8,17.8,9.0,-5.9,21.5,71.7,50.7,67.4,72.0,6.5,3.2,3.3,-0.3,0.8,6.3,5.4,10.2,7.4,2.9,0.0,10.7,7.5,13.2,4.8,12.7,-5.9,18.73787709,17.2,13848.1,,15618.62109,22490.34252,,0.097017929,5.140824264,0.64454694,7.766131906,2010-08-27,0
KXMR,28.47,-80.55,5,2010,8,28,15,0,16.4,102985.6,117,2762.994395,-0.001717025,-0.001673494,-6.3,26.9,33.2,42.8,26.8,18.0,9.4,-5.9,23.8,76.0,56.8,83.9,76.0,8.1,-5.7,-2.0,-8.7,-5.9,-3.1,1.4,1.8,1.9,-6.1,-5.1,4.6,6.5,7.5,2.7,11.0,1.0,-4.62801132,24.5,15203.2,,15707.15451,22295.24648,,0.423083517,258.0008724,0.834271464,13.33480115,2010-08-28,1
KXMR,28.47,-80.55,5,2010,8,29,15,0,16.4,98999.3,110,1519.767808,-0.001673368,-0.001605317,-4.6,34.8,39.4,44.1,25.0,16.4,8.4,-6.5,23.1,81.6,57.3,86.9,81.8,10.4,-9.0,-1.1,-15.8,1.6,-3.1,-3.5,0.2,-6.1,-6.8,-1.8,-0.4,-4.1,8.5,-8.5,0.5,0.8,3.7710496,-2.2,14992.3,,15411.32967,21406.73048,,-0.020896807,213.7384951,0.484834382,7.244561437,2010-08-29,0
KXMR,28.47,-80.55,5,2010,8,30,15,0,16.4,102985.6,133,473.7224692,-0.001892403,-0.001517009,-2.3,0.3,2.6,32.4,26.8,15.6,10.8,-6.1,20.1,42.0,31.4,16.9,43.1,14.1,-14.2,-0.3,-16.7,-1.1,-12.2,0.3,-13.9,2.7,-13.9,-1.2,-12.8,2.3,-11.8,5.5,0.0,-18.1,13.31990233,23.1,11115.6,39422.08722,16765.94615,21790.00921,0.372803444,0.068393681,5.340130856,0.790677517,8.851598064,2010-08-30,0
KXMR,28.47,-80.55,5,2010,8,31,15,0,16.4,97998.7,108,225.1485947,-0.001623659,-0.001531693,-0.2,14.7,14.9,35.8,27.0,16.8,9.4,-5.1,18.6,49.3,31.2,17.5,49.8,20.0,-20.2,-1.9,-19.3,-3.0,-20.9,-0.9,-23.3,1.8,-17.1,0.0,-29.0,0.0,-15.0,0.0,16.1,-13.5,6.559646499,20.2,11936.8,38943.33765,17049.10247,21753.47879,0.356907864,0.02842501,10.46497909,0.714647155,6.219861404,2010-08-31,0
KXMR,28.47,-80.55,5,2010,9,1,15,0,16.4,95000.0,114,2033.564189,-0.00178897,-0.001524351,-4.9,8.5,13.4,41.0,26.8,15.2,9.4,-6.5,22.2,61.6,34.4,11.7,62.0,18.3,-17.5,-5.9,-18.7,-6.9,-16.4,-4.9,-16.1,-8.7,-14.1,-5.1,-17.0,-6.2,-7.5,-10.7,6.0,0.0,9.425879528,14.1,10092.7,,16082.26046,20866.01374,,0.179207844,45.77666099,1.092187606,11.20024948,2010-09-01,0
KXMR,28.47,-80.55,5,2010,9,2,15,0,16.4,50000.0,91,802.2045616,-0.001308683,-0.001404512,-1.2,22.3,23.5,34.2,28.0,17.2,8.8,-2.9,21.2,67.5,43.0,33.1,67.7,7.9,4.1,-5.9,2.3,-7.2,5.6,-4.7,3.0,-4.3,8.3,-5.8,3.1,-8.4,2.9,-4.1,26.1,15.1,-4.595280797,3.6,13086.9,41715.80853,18098.92125,23029.62203,0.393749224,0.018049603,75.9785523,1.058912285,9.476644081,2010-09-02,0
KXMR,28.47,-80.55,5,2010,9,3,15,0,16.4,97001.3,136,1567.193161,-0.001596571,-0.00154179,-3.5,16.1,19.6,30.2,27.0,18.0,10.2,-4.1,22.8,61.1,45.2,58.9,61.7,15.9,14.5,5.7,9.1,6.3,19.2,5.1,17.9,6.4,20.7,3.6,18.2,8.5,21.7,7.9,23.3,6.2,33.239664,32.7,15117.3,42501.96976,16530.29568,22271.57224,0.350955569,0.320295102,2.836868945,0.882372307,10.0583042,2010-09-03,0
KXMR,28.47,-80.55,5,2010,9,4,15,0,16.4,102887.1,122,1745.822577,-0.001732453,-0.001626997,-4.8,32.2,37.0,42.7,26.4,17.6,9.8,-5.7,22.1,76.2,50.0,56.4,76.0,15.9,15.6,3.6,12.9,-0.1,17.8,6.9,17.8,6.6,15.4,4.1,18.2,10.5,18.8,6.8,19.0,8.9,33.4846819,-45.3,14692.0,,16284.69789,21882.62865,,-0.494286017,3.114137226,0.783277431,12.2255228,2010-09-04,0
KXMR,28.47,-80.55,5,2010,9,5,15,0,16.4,98999.3,132,1852.278524,-0.002008807,-0.001825443,-6.3,23.5,29.8,45.2,27.8,18.4,10.2,-7.7,22.5,68.6,48.0,49.4,68.9,8.9,7.8,4.1,7.4,1.4,8.1,6.3,8.2,9.4,8.8,1.6,7.8,9.2,6.5,17.9,34.0,0.0,31.05753979,-16.2,12957.9,,15624.68976,20610.23688,,-0.187543201,3.840627492,0.955162081,12.06645763,2010-09-05,1
KXMR,28.47,-80.55,5,2010,9,6,15,0,16.4,102952.8,106,1974.352958,-0.001675838,-0.001676575,-5.2,35.7,40.9,45.5,25.8,17.2,8.2,-6.7,23.2,87.9,58.9,81.1,87.8,7.0,3.7,3.9,0.4,2.0,6.5,5.6,7.0,2.0,1.7,4.8,9.2,4.3,3.2,-3.9,6.3,13.6,-2.669794363,14.4,14411.2,,14953.4705,21566.33492,,0.177691766,553.9864811,0.798604587,10.68355223,2010-09-06,0
KXMR,28.47,-80.55,5,2010,9,7,15,0,16.4,96000.7,122,124.1876158,-0.001704622,-0.001681607,-1.5,33.1,34.6,43.2,23.8,16.6,7.8,-7.3,19.2,80.4,52.4,80.2,80.3,8.4,-7.2,1.7,-6.4,3.4,-7.9,0.2,-9.5,-1.1,-5.6,5.6,-13.0,-1.1,-0.9,-5.0,-21.2,-25.3,-9.599977813,4.9,14242.6,23853.82045,15341.43463,21857.68516,0.5643182,0.003803246,2.695056203,0.261754119,6.309084117,2010-09-07,0
KXMR,28.47,-80.55,5,2010,9,8,15,0,16.4,97001.3,89,540.6511513,-0.001734361,-0.001600165,-2.4,29.1,31.5,40.8,26.6,17.2,9.8,-5.7,20.6,71.9,49.3,67.1,71.8,7.1,-4.0,5.3,-5.7,5.8,-2.5,4.9,-3.0,2.8,-3.0,6.3,-4.6,2.1,-0.5,2.9,-32.8,-23.0,-11.46937594,22.3,14620.2,40016.51642,15969.77532,22865.81438,0.336331958,0.075353254,8.219919255,0.430063377,9.275820873,2010-09-08,0
KXMR,28.47,-80.55,5,2010,9,9,15,0,16.4,97998.7,131,422.0876748,-0.00158061,-0.001615622,-1.7,31.3,33.0,40.2,28.4,18.0,9.0,-5.1,19.3,70.5,48.1,58.9,70.0,3.7,1.7,1.8,-0.2,1.0,3.4,2.6,4.9,1.6,0.7,-1.8,5.8,6.8,-1.7,-3.7,-5.4,-15.0,3.304528,-9.1,14435.8,42013.26461,16093.06449,22377.71487,0.299592777,-0.024006237,77.30610533,0.641761881,12.68212934,2010-09-09,0
KXMR,28.47,-80.55,5,2010,9,10,15,0,16.4,102920.0,140,1157.853235,-0.001647265,-0.001587646,-3.4,32.5,35.9,42.8,27.6,17.4,9.4,-5.3,22.0,75.8,47.8,47.9,75.6,3.4,2.9,1.0,2.5,0.8,3.3,1.3,7.0,-1.3,2.2,-1.9,1.9,0.0,5.5,-9.6,-2.4,-13.8,18.0661262,4.8,12943.1,,16046.58844,22326.08863,,0.034735597,7.095016828,0.970195675,9.142830225,2010-09-10,0
KXMR,28.47,-80.55,5,2010,9,11,15,0,16.4,76000.7,107,1088.357843,-0.001649083,-0.001770709,-3.9,31.3,35.2,43.6,28.4,19.0,8.4,-6.3,20.4,66.7,45.4,43.5,66.6,4.2,-2.3,-1.9,-0.5,-0.1,-3.9,-3.5,-0.5,-6.3,-3.9,-3.2,0.5,-6.0,1.6,-8.8,-2.4,-1.7,13.79750173,-10.2,12341.6,40301.70853,16322.179,22211.61488,0.321147839,-0.069382812,11.43406857,1.021267493,11.17627269,2010-09-11,0
KXMR,28.47,-80.55,5,2010,9,12,15,0,16.4,97998.7,122,2197.792603,-0.001649083,-0.001944796,-5.5,32.3,37.8,46.2,28.0,23.2,9.8,-4.9,23.4,51.6,43.8,44.6,,,-6.2,1.3,-0.5,0.0,-11.1,2.4,-1.0,-3.4,-0.7,-1.8,-3.7,-1.7,10.4,-3.8,-11.6,-20.0,,60.2,14211.9,,15866.14224,22592.84849,,0.826919467,,1.248604135,6.754905347,2010-09-12,0
KXMR,28.47,-80.55,5,2010,9,13,15,0,16.4,97001.3,113,633.8834798,-0.00148874,-0.001529938,-1.4,27.8,29.2,40.9,26.6,17.8,9.2,-4.1,20.6,77.6,44.7,17.9,77.4,6.0,-1.9,-5.0,-3.8,-6.9,-0.2,-3.4,1.3,-5.4,-5.0,-5.0,2.9,-2.9,0.0,-11.1,-1.9,-21.9,13.87402618,-0.5,12344.2,,17482.801,23342.41948,,-0.001980886,6.586192339,1.070456213,7.183044517,2010-09-13,0
KXMR,28.47,-80.55,5,2010,9,14,10,0,16.4,55000.0,73,0.0,-0.001662343,-0.0014727,3.1,5.3,2.2,34.2,26.8,17.2,11.0,-3.9,17.1,48.1,30.5,13.4,48.7,9.3,-4.2,-2.6,-10.9,-2.1,1.6,-2.9,1.1,-1.9,-4.4,-2.5,7.7,4.5,0.0,-7.0,15.3,-12.9,1.8855248,-36.8,10938.8,,17429.06562,22607.95015,,0.0,0,0.558627481,0.0,2010-09-14,0
KXMR,28.47,-80.55,5,2010,9,15,15,0,16.4,102821.5,117,75.71392358,-0.00170822,-0.001347684,0.7,-0.1,-0.8,32.6,26.8,15.6,11.6,-3.7,19.1,52.4,32.4,14.5,52.8,9.7,-8.0,0.5,-13.2,-1.7,-3.5,2.4,1.7,-1.8,-8.8,-5.0,1.0,-0.1,14.0,0.0,19.5,-27.9,7.749501578,14.2,10922.5,36598.85657,17218.50449,22432.07957,0.412032241,0.006719611,2.52149555,0.775402057,8.249123912,2010-09-15,0
KXMR,28.47,-80.55,5,2010,9,16,15,0,16.4,102526.2,122,0.0,-0.001851012,-0.001855909,4.7,32.3,27.6,44.4,,22.6,12.4,-4.1,9.3,,27.4,47.5,,,,,,,-4.2,-0.3,-3.7,1.2,-0.9,-0.3,-7.7,2.1,12.7,-5.9,21.3,-14.9,,8.7,14535.4,,16168.95162,22092.76646,,0.0,,0.660659361,,2010-09-16,0
KXMR,28.47,-80.55,5,2010,9,17,15,0,16.4,102460.6,100,9.129930168,-0.00168589,-0.001335248,3.3,3.4,0.1,33.3,27.0,15.2,11.2,-3.9,17.0,57.8,33.5,15.3,57.9,8.4,-7.7,-2.2,-8.8,-2.9,-6.8,-1.6,-1.9,-3.3,-7.5,-2.7,-6.5,-4.6,1.7,-2.4,9.5,-16.5,-8.951226719,20.5,11006.4,7168.515611,17047.69203,22407.71289,4.911554973,0.001169772,0.227893709,0.632263896,0.0,2010-09-17,0
KXMR,28.47,-80.55,5,2010,9,18,16,0,16.4,102690.3,141,-64.92991499,-0.001355413,-0.001366031,2.3,8.7,6.4,32.0,26.4,16.2,8.8,-3.3,18.1,55.4,35.5,29.2,55.6,17.3,-15.8,-6.8,-12.6,-6.6,-18.5,-6.9,-9.9,-7.4,-9.9,-9.9,-16.1,-5.8,6.5,-4.6,11.0,-19.0,-9.816392,9.0,11575.7,30738.8865,15930.27241,22182.7845,0.439483104,-0.003652308,-1.34763116,0.666147417,10.36005486,2010-09-18,0
KXMR,28.47,-80.55,5,2010,9,19,15,0,16.4,102723.1,144,3087.762851,-0.001584106,-0.001537338,-6.0,20.6,26.6,39.9,27.4,16.6,8.8,-5.3,24.2,74.3,44.0,22.8,74.5,18.1,-11.2,-14.4,-11.7,-14.3,-10.7,-14.5,-10.4,-13.6,-14.2,-14.2,-11.3,-11.3,-8.5,-18.2,15.3,-32.8,19.87545491,14.0,11996.3,,16273.04859,21117.68731,,0.270179249,15.63290823,1.304228206,13.78479698,2010-09-19,0
KXMR,28.47,-80.55,5,2010,9,20,15,0,16.4,98999.3,118,0.456882019,-0.001702101,-0.001791288,1.0,13.1,12.1,35.0,25.8,18.6,8.2,-6.9,16.2,47.1,29.9,21.3,47.9,21.2,-18.5,-10.8,-15.2,-9.3,-21.4,-12.2,-13.4,-11.7,-21.8,-10.2,-11.6,-13.8,-1.0,-11.0,-7.9,-21.7,1.8855248,-37.5,11138.8,23428.33363,15964.21188,20718.7412,0.548166673,-0.000107082,0.257021565,0.612438057,0.0,2010-09-20,0
KXMR,28.47,-80.55,5,2010,9,21,15,0,16.4,102526.2,113,762.1372072,-0.001433158,-0.001571207,-1.3,26.1,27.4,40.8,26.6,15.6,6.0,-6.7,18.4,62.3,35.8,27.3,62.2,18.5,-16.9,-6.7,-17.8,-3.3,-16.0,-9.8,-12.9,-3.8,-20.7,-3.6,-7.0,-12.1,-8.5,8.5,-10.7,-2.9,-0.300236299,-38.6,11397.9,39252.4526,16513.56133,20763.52002,0.357788803,-0.183865601,16909.73356,0.66562506,9.090163476,2010-09-21,0
KXMR,28.47,-80.55,5,2010,9,22,15,0,16.4,102755.9,109,1801.205041,-0.001561061,-0.001538755,-3.6,21.0,24.6,40.3,26.8,15.6,7.6,-6.3,21.4,74.5,39.7,17.2,74.1,12.2,-11.2,-1.1,-15.6,-0.3,-7.4,-1.8,-10.2,-2.8,-10.4,3.8,-6.3,-6.3,-12.1,-7.0,4.1,-2.9,-0.574773379,5.6,10954.1,40386.82124,16472.59688,20771.37548,0.368730574,0.063042176,10904.3519,0.978224985,10.63811999,2010-09-22,0
KXMR,28.47,-80.55,5,2010,9,23,15,0,16.4,42998.7,72,513.7861009,-0.001607761,-0.001607166,-2.1,27.3,29.4,40.8,26.8,16.4,7.8,-6.5,19.3,64.5,39.7,33.2,64.6,13.2,-12.5,3.6,-13.1,3.0,-11.9,4.1,-9.4,5.5,-11.3,4.1,-11.8,5.5,-13.9,-1.2,8.4,10.0,9.63147799,24.1,12334.4,40152.18866,15935.97726,21593.12186,0.328159803,0.077389031,11.07711014,0.731993509,10.81328607,2010-09-23,0
KXMR,28.47,-80.55,5,2010,9,24,15,0,16.4,102526.2,126,2239.121917,-0.001825887,-0.001642467,-5.0,29.9,34.9,43.2,26.4,17.2,10.0,-6.3,22.8,74.7,52.7,65.5,74.7,11.8,-11.2,1.9,-14.7,4.1,-8.2,0.0,-2.3,5.0,-8.6,2.3,-1.2,-1.5,10.9,15.6,13.1,-11.0,17.10202973,16.6,14792.9,,15669.29184,21433.31761,,0.232308899,15.31131257,0.72341573,11.67111628,2010-09-24,0
KXMR,28.47,-80.55,5,2010,9,25,15,0,16.4,102591.9,110,285.8315118,-0.00202146,-0.001860677,-2.2,25.7,27.9,40.0,26.2,18.2,9.6,-8.3,17.1,64.3,48.0,78.1,64.3,7.4,-5.5,-3.4,-8.6,-2.5,-2.8,-4.1,4.3,-0.3,-7.2,-7.2,1.7,-2.4,14.5,3.9,15.7,-9.0,20.01751285,-29.2,14224.6,32030.75944,14829.3968,20254.77592,0.327479232,-0.052164251,1.42665798,0.36664754,11.55543548,2010-09-25,0
KXMR,28.47,-80.55,5,2010,9,26,15,0,16.4,45000.0,83,1529.510324,-0.001876903,-0.001686723,-4.8,31.6,36.4,45.9,26.8,16.8,9.4,-7.3,21.6,69.2,48.7,62.3,69.3,9.5,-4.3,6.5,-8.0,5.5,-1.0,7.3,3.8,10.9,-7.0,-0.6,4.8,13.2,12.2,14.6,26.6,4.7,21.5377472,28.5,13246.2,42441.59995,15543.50829,20497.0479,0.322093009,0.272444027,6.594499783,0.712612196,9.7417554,2010-09-26,0
KXMR,28.47,-80.55,5,2010,9,27,15,0,16.4,102427.8,126,3274.284248,-0.001826559,-0.001697603,-7.0,27.7,34.7,42.6,27.2,18.4,10.4,-5.9,24.3,68.2,49.1,53.2,68.6,16.0,-0.1,16.1,-0.3,17.8,0.1,14.7,3.8,17.8,0.0,18.1,1.5,17.0,13.8,19.7,23.4,13.5,29.64509968,14.2,13847.8,,15619.83621,21332.3516,,0.290592727,7.451445762,1.129124926,15.27043874,2010-09-27,0
KXMR,28.47,-80.55,5,2010,9,28,15,0,16.4,95259.2,156,2664.482146,-0.001648477,-0.001672726,-5.9,33.1,39.0,44.2,26.8,17.6,8.4,-6.3,23.2,78.3,52.1,61.3,78.3,14.0,1.0,13.9,-0.2,10.6,2.1,16.8,4.3,17.2,0.0,13.0,0.0,24.1,5.8,8.3,6.4,36.6,6.554027148,6.9,13798.5,,15600.3942,20992.73908,,0.114905793,124.0584464,0.885782675,11.32803916,2010-09-28,1
